price,room_type,ratings,guests,beds,bedrooms,bathrooms,property_number_of_reviews,is_superhost,num_bedrooms,num_baths,num_rooms,surroundings_summary
868.5,Private room,4.33,4.0,2.0,2.0,1.0,3.0,False,2.0,1.0,3.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks, endless dining, and convenient transit. Skip it if you are looking for a quiet, residential atmosphere away from the constant activity of tourist hubs and nightlife."
387.75,Entire home/apt,4.36,4.0,2.0,1.0,1.0,66.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet neighborhood away from the constant activity of nightlife and crowds."
399.0,Entire home/apt,5.0,9.0,4.0,1.0,1.0,4.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, nightlife, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the constant activity of a high-density tourist and entertainment hub."
444.0,Entire home/apt,4.81,4.0,2.0,2.0,1.0,43.0,False,2.0,1.0,3.0,"Choose this place if you want to be in the heart of the action with immediate access to Central Park, major transit hubs like Grand Central Terminal, and an endless variety of dining, shopping, and entertainment. Skip it if you are looking for a quiet, secluded retreat, as the high density of nightlife and attractions makes this a bustling, high-energy environment."
201.0,Entire home/apt,4.0,4.0,2.0,1.0,1.0,3.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to transit, endless dining, nightlife, and iconic sights like the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the constant energy of a high-traffic urban hub."
408.45,Entire home/apt,4.26,6.0,3.0,1.0,1.0,35.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to transit, dining, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet neighborhood away from the constant activity of nightlife and crowds."
555.0,Entire home/apt,4.85,3.0,1.0,1.0,1.0,124.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to Bryant Park, Empire State Building, Times Square, Central Park, and the Intrepid Sea, Air & Space Museum. Skip it if you are looking for a quiet, secluded retreat away from the high density of tourists, nightlife, and constant activity."
179.0,Private room,5.0,8.0,2.0,1.0,1.0,4.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to transit, endless dining, nightlife, and iconic sights like the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the constant energy and crowds of a high-traffic urban hub."
233.85,Entire home/apt,5.0,2.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, transit, and iconic sights like the Empire State Building and Central Park. Skip it if you are a light sleeper or prefer a quiet residential atmosphere away from the constant activity of nightlife and entertainment venues."
397.03,Private room,5.0,4.0,2.0,1.0,1.0,4.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet neighborhood away from the constant activity of nightlife and crowds."
297.16,Entire home/apt,5.0,2.0,1.0,1.0,1.0,1.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, endless dining, nightlife, and iconic sights like the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential neighborhood away from the constant activity and crowds."
273.23,Entire home/apt,5.0,2.0,1.0,1.0,1.0,1.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, nightlife, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet residential environment away from high-traffic tourist areas."
295.55,Entire home/apt,5.0,2.0,1.0,1.0,1.0,5.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, nightlife, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from high-traffic tourist areas."
320.55,Entire home/apt,5.0,2.0,1.0,1.0,1.0,1.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, nightlife, transit, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential neighborhood away from constant crowds and activity."
256.04,Entire home/apt,5.0,2.0,1.0,1.0,1.0,2.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, endless dining, nightlife, and iconic sights like the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential neighborhood away from the constant activity of a high-density urban hub."
179.0,Entire home/apt,4.17,4.0,2.0,1.0,1.0,6.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from high-traffic tourist areas."
323.33,Private room,4.74,1.0,1.0,2.0,1.0,43.0,False,2.0,1.0,3.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, shopping, transit, and major landmarks like Central Park, Bryant Park, Battery Park, Empire State Building, and Times Square. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere of a bustling, tourist-heavy neighborhood."
666.0,Private room,4.83,2.0,1.0,1.0,1.0,48.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, endless dining, nightlife, and iconic landmarks like Central Park, Battery Park, Empire State Building, and Bryant Park. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere and constant activity of a major urban hub."
712.0,Private room,4.0,8.0,4.0,2.0,2.0,1.0,False,2.0,2.0,4.0,"Choose this place if you want to be in the center of the action with immediate access to endless dining, nightlife, shopping, and transit near the Empire State Building, Central Park, and Battery Park. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the constant activity and crowds of a high-energy urban hub."
431.5,Entire home/apt,4.28,7.0,4.0,2.0,1.0,195.0,False,2.0,1.0,3.0,"Choose this place if you want to be in the center of the action with immediate access to endless dining, nightlife, transit, and iconic landmarks like the Empire State Building, Central Park, and Battery Park. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the constant energy of a high-traffic urban hub."
284.25,Entire home/apt,4.11,5.0,3.0,1.0,1.0,79.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to transit, endless dining, nightlife, and iconic landmarks like the Empire State Building, Central Park, and Battery Park. Skip it if you are looking for a quiet, low-key neighborhood experience away from the constant energy of a high-traffic urban center."
249.0,Private room,4.61,6.0,2.0,1.0,1.0,137.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, nightlife, transit, and major landmarks like the Empire State Building, Central Park, and Battery Park. Skip it if you are a light sleeper or prefer a quiet residential environment away from the constant activity and crowds of a high-energy district."
291.0,Private room,4.5,2.0,1.0,1.0,1.0,10.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks like the Empire State Building, Times Square, and Central Park, along with endless dining, shopping, and transit options. Skip it if you are seeking a quiet, residential atmosphere away from the intense energy of high-density entertainment, nightlife, and tourist activity."
447.68,Entire home/apt,4.5,3.0,1.0,1.0,1.0,2.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, transit, and entertainment options. Skip it if you prefer a quiet, residential atmosphere and are sensitive to the high energy of a bustling, high-traffic neighborhood."
102.44,Private room,3.67,1.0,1.0,1.0,1.0,3.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, nightlife, shopping, and transit. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from constant crowds and activity."
887.89,Entire home/apt,5.0,5.0,2.0,2.0,2.0,46.0,False,2.0,2.0,4.0,"Choose this place if you want to be in the heart of the action with immediate access to dining, nightlife, transit, and major sights like the Empire State Building. Skip it if you are a light sleeper or prefer a quiet residential neighborhood away from constant crowds and activity."
742.56,Private room,4.54,4.0,2.0,1.0,1.0,173.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to iconic landmarks, extensive dining, and vibrant nightlife. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the intense energy and crowds of a major tourist hub."
223.78,Private room,4.43,1.0,1.0,1.0,1.0,7.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to major landmarks like the Flatiron Building and Manhattan Bridge, endless dining, shopping, and transit options. Skip it if you prefer a quiet, residential atmosphere and are sensitive to the high energy and constant activity of a bustling, tourist-heavy district."
273.3,Private room,4.46,2.0,1.0,1.0,1.0,48.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, nightlife, transit, and major landmarks like Battery Park, Central Park, Empire State Building, and Bryant Park. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from high-density commercial activity."
732.0,Private room,4.34,4.0,2.0,1.0,1.0,80.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks, extensive dining, and nightlife. Skip it if you are a light sleeper or prefer a quiet, residential neighborhood away from the high concentration of hotels and entertainment venues."
202.0,Private room,4.22,2.0,1.0,1.0,1.0,113.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with endless dining, shopping, and transit options right outside your door. Skip it if you are a light sleeper or prefer a quiet residential atmosphere, as the high concentration of nightlife and entertainment venues makes this a very busy, high-energy block."
171.83,Private room,4.0,1.0,1.0,5.0,1.0,1.0,False,5.0,1.0,6.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and transit options right outside your door. Skip it if you prefer a quiet, residential atmosphere away from the high-energy density of a bustling commercial hub."
1199.0,Entire home/apt,5.0,5.0,3.0,2.0,1.0,21.0,True,2.0,1.0,3.0,"Choose this place if you want to be in the center of the action with immediate access to endless dining, shopping, and transit options. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere of a bustling urban hub."
720.0,Entire home/apt,4.71,5.0,2.0,2.0,1.5,89.0,True,2.0,1.5,3.5,"Choose this place if you want to be in the center of the action with immediate access to endless dining, entertainment, and transit options near Times Square, Empire State Building, Washington Square Park, and Bryant Park. Skip it if you are looking for a quiet, residential atmosphere away from the high-energy crowds and constant activity of a major tourist hub."
241.6,Private room,4.04,2.0,1.0,1.0,1.0,73.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks, dining, and transit. Skip it if you prefer a quiet, residential atmosphere away from the high concentration of nightlife, hotels, and tourist crowds near Times Square, Washington Square Park, Empire State Building, Top of the Rock, and Rockefeller Center."
240.0,Private room,4.19,2.0,1.0,1.0,1.0,537.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks, extensive dining, and nightlife. Skip it if you are looking for a quiet, residential atmosphere away from the intense crowds and constant activity of Times Square, Washington Square Park, the Empire State Building, Top of the Rock, and Rockefeller Center."
156.97,Private room,4.71,2.0,1.0,1.0,1.0,1669.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, dining, shopping, and entertainment. Skip it if you are looking for a quiet, residential atmosphere away from the bustle of a high-traffic urban hub."
485.1,Private room,5.0,4.0,2.0,1.0,1.0,1.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to world-famous landmarks, endless dining, and superior transit connections. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the high-energy crowds and constant activity of a major tourist hub."
529.0,Private room,5.0,2.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action near Times Square, Washington Square Park, Top of the Rock, Rockefeller Center, and the Empire State Building with constant access to dining, shopping, and transit. Skip it if you are a light sleeper or prefer a quiet residential environment away from the high concentration of nightlife, hotels, and tourist crowds."
354.03,Private room,4.21,4.0,2.0,1.0,1.0,14.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and transit options right outside your door. Skip it if you are looking for a quiet, residential retreat away from the high-energy atmosphere of a dense, tourist-heavy district."
385.32,Entire home/apt,5.0,3.0,2.0,1.0,1.0,1.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks like Times Square, Top of the Rock, Rockefeller Center, and Washington Square Park, along with endless dining and transit options. Skip it if you are looking for a quiet, residential atmosphere away from the intense crowds and constant nightlife activity."
369.0,Private room,4.74,2.0,1.0,1.0,1.0,390.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to transit, endless dining, shopping, and entertainment. Skip it if you are looking for a quiet, residential retreat away from the high-energy pace of a busy urban center."
401.5,Entire home/apt,4.88,4.0,2.0,1.0,1.0,16.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to world-class landmarks like Central Park and Summit One Vanderbilt, plus endless options for dining, shopping, and transit. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere of a bustling, tourist-heavy neighborhood."
1025.0,Private room,5.0,4.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of an exceptionally vibrant neighborhood with endless options for dining, shopping, and transit right outside your door. Skip it if you prefer a quiet, residential atmosphere and are sensitive to the noise and activity that come with such a dense concentration of nightlife and entertainment."
179.03,Entire home/apt,5.0,1.0,1.0,1.0,1.0,1.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with immediate access to transit, shopping, dining, and nightlife near Times Square and Washington Square Park. Skip it if you are looking for a quiet, residential atmosphere away from the high-energy crowds and constant activity of a major commercial hub."
588.0,Entire home/apt,4.0,2.0,1.0,1.0,1.0,5.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to major landmarks like Bryant Park, Empire State Building, Times Square, and Washington Square Park, along with endless dining, shopping, and transit options. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere and constant activity of a major tourist and entertainment hub."
452.0,Private room,4.6,2.0,1.0,1.0,1.0,45.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, shopping, transit, and major landmarks like Battery Park, Bryant Park, and Central Park. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere of a bustling, tourist-heavy district."
778.24,Entire home/apt,4.0,4.0,2.0,2.0,1.0,1.0,False,2.0,1.0,3.0,"Choose this place if you want endless access to dining, nightlife, shopping, and cultural activities right outside your door. Skip it if you are looking for a quiet retreat with abundant green space."
588.49,Entire home/apt,4.55,10.0,8.0,3.0,1.5,71.0,False,3.0,1.5,4.5,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, shopping, transit, and entertainment. Skip it if you are looking for a quiet, secluded retreat away from the high-energy pace of a bustling urban center."
352.0,Private room,4.43,2.0,1.0,1.0,1.0,7.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, shopping, transit, and cultural attractions. Skip it if you are seeking a quiet, residential retreat away from the high energy and constant activity of a bustling urban center."
71.71,Private room,3.5,1.0,1.0,1.0,1.0,2.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless entertainment, fitness options, shopping, and transit. Skip it if you prefer a quiet, residential atmosphere away from the intensity of a high-traffic commercial hub."
2237.5,Entire home/apt,4.71,8.0,4.0,4.0,2.0,94.0,False,4.0,2.0,6.0,"Choose this place if you want immediate access to endless dining, shopping, transit, and entertainment options. Skip it if you prefer a quiet residential atmosphere away from the intensity of a high-traffic urban hub."
478.0,Private room,2.0,2.0,1.0,1.0,2.0,1.0,True,1.0,2.0,3.0,"Choose this place if you want to be in the center of the action with immediate access to endless dining, shopping, transit, and iconic sights like the Flatiron Building, Manhattan Bridge, and Madison Square Park. Skip it if you are looking for a quiet, secluded retreat away from the high-energy atmosphere of a bustling, tourist-heavy neighborhood."
225.0,Hotel room,5.0,2.0,1.0,1.0,1.0,4.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to transit, dining, shopping, and entertainment. Skip it if you are seeking a quiet, residential atmosphere or are sensitive to the high energy and constant activity of a busy commercial hub."
315.27,Entire home/apt,4.81,2.0,1.0,1.0,1.0,83.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with endless dining, nightlife, and cultural attractions like the New Museum right at your doorstep. Skip it if you are looking for a quiet retreat with easy access to parks and green space."
276.57,Private room,4.0,3.0,1.0,1.0,1.0,1.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, nightlife, shopping, and transit options. Skip it if you prefer a quiet, residential atmosphere away from the constant activity and high density of a major urban hub."
285.27,Entire home/apt,5.0,6.0,3.0,2.0,1.0,3.0,False,2.0,1.0,3.0,"Choose this place if you want to be in the center of the action with immediate access to shopping, dining, transit, and iconic sights like the Manhattan Bridge and Flatiron Building. Skip it if you are looking for a quiet, park-filled neighborhood or prefer to avoid the high energy of a busy, entertainment-heavy district."
124.0,Private room,4.5,2.0,2.0,1.0,1.0,20.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action near the Flatiron Building, Manhattan Bridge, and Madison Square Park with immediate access to endless dining, shopping, and entertainment. Skip it if you are seeking a quiet, residential atmosphere away from the high-energy nightlife and constant activity of a major tourist and commercial hub."
102.1,Private room,4.22,1.0,1.0,2.0,2.0,9.0,False,2.0,2.0,4.0,"Choose this place if you want immediate access to endless dining, nightlife, transit, and shopping options. Skip it if you are looking for a quiet, low-traffic neighborhood away from the constant activity of a busy urban center."
657.0,Private room,4.77,2.0,1.0,1.0,1.0,133.0,True,1.0,1.0,2.0,"Choose this place if you want immediate access to a dense concentration of dining, shopping, entertainment, and transit options. Skip it if you are looking for a quiet neighborhood with easy access to parks and green space."
199.13,Entire home/apt,4.7,4.0,2.0,2.0,1.0,20.0,False,2.0,1.0,3.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and transit options right outside your door. Skip it if you are looking for a quiet, residential retreat away from the high energy of constant nightlife and crowds."
650.0,Private room,5.0,3.0,2.0,1.0,1.0,1.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to world-class dining, nightlife, transit, and iconic landmarks like Times Square and the Empire State Building. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the intense energy and crowds of a major tourist hub."
678.0,Entire home/apt,4.96,6.0,3.0,3.0,1.0,197.0,True,3.0,1.0,4.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and entertainment options right outside your door. Skip it if you are looking for a quiet, residential retreat away from the high-energy pace of a bustling urban hub."
247.0,Private room,4.52,2.0,1.0,1.0,1.0,21.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, shopping, fitness, and entertainment options in a highly active, well-connected area. Skip it if you prefer a quiet residential environment or require easy access to parks and green space."
266.0,Private room,4.4,2.0,1.0,1.0,1.0,15.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, shopping, fitness, and entertainment options in a high-energy, transit-connected neighborhood. Skip it if you are looking for quiet green space or a peaceful residential environment away from the bustle of nightlife and crowds."
790.0,Entire home/apt,4.86,2.0,1.0,1.0,1.0,57.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to dining, nightlife, entertainment, and transit near Washington Square Park and Times Square. Skip it if you are a light sleeper or prefer a quiet, residential atmosphere away from the constant activity of a high-density commercial hub."
243.6,Entire home/apt,4.23,6.0,3.0,3.0,1.0,13.0,False,3.0,1.0,4.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, shopping, transit, and cultural attractions. Skip it if you are seeking a quiet, residential retreat away from the high energy and constant activity of a bustling urban hub."
84.89,Private room,4.81,2.0,1.0,1.0,1.0,16.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, shopping, transit, and entertainment options. Skip it if you prefer a quiet, residential environment away from the high-energy pace of a busy commercial hub."
272.0,Private room,4.61,2.0,1.0,1.0,1.0,921.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to Times Square, the Empire State Building, Washington Square Park, and Bryant Park. Skip it if you prefer a quiet residential atmosphere and want to avoid the high density of tourists, nightlife, and bustling crowds."
855.0,Entire home/apt,4.95,8.0,6.0,4.0,2.0,174.0,True,4.0,2.0,6.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and transit options right outside your door. Skip it if you are looking for a quiet, residential retreat away from high-energy nightlife and constant activity."
159.5,Entire home/apt,4.75,4.0,2.0,1.0,1.0,61.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and transit options right outside your door. Skip it if you are looking for a quiet, residential retreat away from high-energy crowds and constant activity."
922.0,Private room,4.85,4.0,2.0,1.0,1.0,121.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with endless dining, shopping, and transit options right outside your door. Skip it if you are looking for a quiet, residential retreat away from the high energy and constant activity of a bustling urban center."
270.0,Private room,4.83,2.0,2.0,1.0,1.0,6.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with endless dining, shopping, and iconic sights like the Manhattan Bridge and Flatiron Building right at your doorstep. Skip it if you are looking for a quiet, secluded retreat away from the high energy and constant activity of a bustling urban center."
134.27,Entire home/apt,5.0,2.0,1.0,1.0,1.0,3.0,True,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, shopping, transit, and entertainment options. Skip it if you prefer a quiet residential atmosphere away from the constant activity of a high-traffic urban hub."
368.0,Entire home/apt,5.0,8.0,4.0,1.0,1.0,10.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to endless dining, shopping, transit, and entertainment. Skip it if you are looking for a quiet, residential retreat away from the high-energy pace of a bustling urban center."
688.67,Entire home/apt,4.78,5.0,3.0,2.0,1.0,50.0,True,2.0,1.0,3.0,"Choose this place if you want to be in the center of constant activity with endless options for dining, shopping, and entertainment right outside your door. Skip it if you are looking for a quiet, residential atmosphere away from the high-energy pace of a busy urban hub."
226.0,Hotel room,4.29,4.0,2.0,1.0,1.0,7.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, shopping, fitness, and transit options. Skip it if you prefer a quiet residential atmosphere away from high-energy urban activity."
342.93,Entire home/apt,4.0,6.0,3.0,3.0,1.0,1.0,False,3.0,1.0,4.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and entertainment options right outside your door. Skip it if you are looking for a quiet, residential retreat away from the high energy and constant activity of a bustling urban hub."
1307.0,Entire home/apt,4.81,3.0,2.0,1.0,1.0,279.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and entertainment options right outside your door. Skip it if you are looking for a quiet, residential retreat away from the high-energy, bustling atmosphere of a dense commercial hub."
146.2,Entire home/apt,5.0,2.0,1.0,1.0,1.0,9.0,False,1.0,1.0,2.0,"Choose this place if you want to be in the center of constant activity with endless options for dining, fitness, and transit right outside your door. Skip it if you are looking for a quiet, residential atmosphere or prefer to avoid the high energy and crowds that come with such a dense concentration of nightlife and entertainment."
384.0,Private room,3.86,4.0,2.0,1.0,1.0,21.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, nightlife, shopping, and transit options. Skip it if you are looking for a quiet retreat with abundant parks and green space."
194.0,Private room,4.25,4.0,2.0,1.0,1.0,12.0,False,1.0,1.0,2.0,"Choose this place if you want immediate access to endless dining, nightlife, shopping, and transit options. Skip it if you are looking for a quiet retreat with plenty of parks and green space."
133.52,Entire home/apt,5.0,4.0,4.0,1.0,1.0,4.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the center of the action with endless dining, shopping, and cultural attractions like the New Museum right at your doorstep. Skip it if you are looking for a quiet, secluded retreat away from the high energy and constant activity of a bustling urban hub."
418.0,Private room,4.91,2.0,1.0,1.0,1.0,128.0,True,1.0,1.0,2.0,"Choose this place if you want to be in the heart of the action with immediate access to dining, nightlife, culture, and transit near the New Museum. Skip it if you are looking for a quiet, low-traffic neighborhood or prefer to avoid the constant activity of a high-energy urban center."
