price,room_type,ratings,guests,bathrooms,property_number_of_reviews,is_superhost,num_bedrooms,num_baths,surroundings_summary
656.33,Entire home/apt,4.88,5.0,1.0,110.0,True,2.0,1.0,"High concentrations of attractions, cafes, and green space distinguish this location from the rest of the city. Sports facilities are situated on the doorstep."
210.2,Entire home/apt,5.0,2.0,1.0,6.0,False,1.0,1.0,"High concentrations of dining, nightlife, and cafes distinguish this neighborhood from the rest of the city. Cultural venues and markets are located steps away, and the area remains a short walk from Washington Square Park, Washington Square Arch, and Stonewall Inn."
139.49,Private room,4.5,2.0,1.0,688.0,False,1.0,1.0,High concentrations of attractions and cafes distinguish this location near Federal Hall and the New York Stock Exchange. Sports facilities and public parks are situated steps away.
745.0,Private room,5.0,3.0,1.0,5.0,False,1.0,1.0,Extensive green space and a high density of cultural attractions define this location near Central Park and the Museum of Modern Art. Hotels and sports facilities are situated steps away.
449.27,Entire home/apt,5.0,2.0,1.0,1.0,False,1.0,1.0,"High concentrations of dining, nightlife, and entertainment venues define this neighborhood. Cultural institutions and rapid transit stations are located steps away."
878.86,Entire home/apt,4.94,2.0,1.0,36.0,True,1.0,1.0,"High concentrations of dining, nightlife, and cafes distinguish this location from most other city blocks. Rapid transit stations are situated steps away from the neighborhood."
112.43,Private room,5.0,3.0,1.0,2.0,False,1.0,1.0,"High concentrations of tourist attractions, hotels, and grocery stores distinguish this location from the rest of the city. Cultural venues and sports facilities are situated immediately adjacent to the area."
59.11,Entire home/apt,4.6,1.0,1.0,5.0,True,1.0,1.0,"Concentrated entertainment venues and nightlife distinguish this location from the rest of the city. Cultural venues and hotels are situated on the doorstep, while Times Square remains a short walk away."
628.0,Private room,5.0,4.0,2.0,1.0,False,1.0,2.0,"High concentrations of cultural attractions and transit access distinguish this location near Central Park, Carnegie Hall, and Columbus Circle. Hotels and sports facilities are situated immediately adjacent to the area."
149.39,Entire home/apt,5.0,2.0,1.0,1.0,False,1.0,1.0,High concentrations of cafes and green space distinguish this location from the rest of the city. Sports facilities are situated steps away from the Waldorf Astoria.
417.51,Entire home/apt,4.73,4.0,1.0,56.0,True,1.0,1.0,"High concentrations of dining, cafes, and shops distinguish this neighborhood from most of New York City. Cultural venues and sports facilities are located steps away."
266.07,Entire home/apt,4.93,2.0,1.0,15.0,False,1.0,1.0,High concentrations of fitness facilities and retail options define this neighborhood. Cultural venues and hotels are located steps away.
290.21,Entire home/apt,4.4,2.0,1.0,5.0,False,1.0,1.0,"High concentrations of dining, cafes, and shops distinguish this neighborhood from the rest of the city. Cultural venues and rapid transit are located steps away from the Stonewall Inn and Washington Square Park."
286.3,Entire home/apt,4.77,5.0,1.0,99.0,True,1.0,1.0,"High concentrations of dining, cafes, and shops distinguish this location. Residents enjoy short walks to both rapid transit and nearby public parks."
620.33,Private room,4.95,4.0,1.0,21.0,False,1.0,1.0,High concentrations of cafes and green space contrast with extensive transit connectivity. Sports facilities are located on the doorstep.
279.65,Entire home/apt,4.5,2.0,2.5,4.0,False,2.0,2.5,"High concentrations of dining, retail, and cafe options distinguish this location from most other city blocks. Cultural venues are situated steps away from the neighborhood."
63.84,Entire home/apt,4.5,1.0,1.0,2.0,True,1.0,1.0,"High concentrations of fitness facilities and cultural institutions define this location, which sits within a short walk of rapid transit. Parks and open space are located steps away from the block."
255.23,Entire home/apt,4.5,1.0,1.0,4.0,False,1.0,1.0,"High concentrations of dining, cafes, and retail distinguish this neighborhood from most others in the city. Cultural venues and sports facilities are located steps away."
1685.0,Entire home/apt,5.0,5.0,2.0,4.0,False,2.0,2.0,Extensive green space and a high concentration of cultural attractions define this neighborhood. Hotels and sports facilities are located immediately adjacent to the area.
651.0,Entire home/apt,4.82,2.0,1.0,22.0,True,1.0,1.0,High concentrations of major attractions and transit access define this neighborhood. Sports facilities and cultural venues are located steps away.
298.0,Entire home/apt,4.86,2.0,1.0,356.0,True,1.0,1.0,"High concentrations of major attractions and transit access define this location, which sits steps from various sports and cultural facilities. The neighborhood is situated a short walk from the 9/11 Memorial & Museum and the New York Stock Exchange."
388.57,Entire home/apt,5.0,3.0,1.0,1.0,False,1.0,1.0,High concentrations of attractions and green space distinguish this location from the rest of the city. Cultural venues and sports facilities are situated on the doorstep.
272.77,Entire home/apt,5.0,3.0,1.0,1.0,True,1.0,1.0,High concentrations of grocery stores and cultural institutions define this neighborhood. Public parks and open space are located steps away.
354.0,Hotel room,5.0,4.0,1.0,1.0,False,1.0,1.0,"High concentrations of cafes, hotels, and dining define this neighborhood. Sports and cultural facilities are located steps away."
954.0,Entire home/apt,4.84,6.0,2.0,25.0,True,2.0,2.0,High concentrations of major cultural attractions and transit hubs define this location. Sports facilities and hotels are situated steps away.
215.01,Entire home/apt,4.75,4.0,1.0,63.0,False,1.0,1.0,"High concentrations of nightlife, entertainment venues, and dining define this neighborhood. Hotels are located steps away from the area."
166.63,Private room,4.71,1.0,1.0,24.0,True,1.0,1.0,High concentrations of nightlife and grocery stores contrast with limited local green space. Cultural venues and sports facilities are located immediately adjacent to the area.
2054.12,Entire home/apt,4.81,6.0,2.0,37.0,True,2.0,2.0,"High concentrations of cultural attractions, museums, and sports facilities distinguish this location from the rest of the city. Rapid transit and grocery markets are both accessible within a short walk."
764.59,Entire home/apt,4.76,5.0,1.0,117.0,True,2.0,1.0,"High concentrations of tourist attractions and hotels define this district, which also features a dense network of grocery stores. Cultural venues and public parks are located steps away from the neighborhood."
315.51,Entire home/apt,4.67,3.0,1.0,12.0,False,1.0,1.0,High concentrations of athletic facilities and retail storefronts define this neighborhood. Grocery stores and markets are located within a short walk.
2282.36,Entire home/apt,4.94,6.0,3.0,68.0,True,3.0,3.0,"High concentrations of retail, nightlife, and dining distinguish this neighborhood from most other city blocks. Grocery markets and cultural venues are located within walking distance."
627.67,Private room,4.91,2.0,1.0,57.0,False,1.0,1.0,Abundant green space and a high concentration of museums distinguish this neighborhood from the rest of the city. Proximity to numerous hotels provides convenient lodging options for visitors.
105.62,Entire home/apt,4.33,2.0,1.0,3.0,True,1.0,1.0,High concentrations of athletic facilities and cultural institutions distinguish this location from the rest of the city. Rapid transit access is available steps away.
136.8,Entire home/apt,4.67,2.0,1.0,3.0,False,1.0,1.0,"High concentrations of entertainment venues and nightlife define this location, which sits near the Intrepid Sea, Air & Space Museum and Times Square. Hotels and open green spaces are situated steps away."
239.7,Entire home/apt,5.0,2.0,1.0,3.0,False,1.0,1.0,"High concentrations of attractions, hotels, and museums distinguish this location within the city. Rapid transit is available steps away."
197.82,Entire home/apt,4.86,3.0,1.0,108.0,True,1.0,1.0,"High concentrations of athletic facilities, retail outlets, and dining options distinguish this location. Proximity to the MTA - Christopher St Sheridan Square Station provides rapid transit access."
169.58,Entire home/apt,5.0,2.0,1.0,1.0,True,1.0,1.0,High concentrations of athletic facilities and cultural institutions distinguish this neighborhood from the rest of the city. Hotels are located steps away from the block.
262.0,Entire home/apt,4.75,2.0,1.0,60.0,False,1.0,1.0,"Abundant parkland and sports facilities contrast with a high density of nightlife options. Cultural venues are located on the doorstep, and the area is a short walk from Union Square."
201.0,Entire home/apt,4.64,2.0,1.0,58.0,False,1.0,1.0,"Extensive parkland and sports facilities contrast with a high density of nightlife venues. Cultural venues are situated immediately adjacent to the location, which is a short walk from Union Square."
856.0,Entire home/apt,4.96,4.0,2.0,68.0,True,2.0,2.0,"High concentrations of museums, galleries, and grocery stores distinguish this neighborhood from most of the city. Proximity to parks and open space provides immediate access to outdoor recreation, while the Manhattan Bridge is a short walk away."
419.4,Entire home/apt,5.0,4.0,1.0,1.0,False,2.0,1.0,"High concentrations of entertainment venues, nightlife, and dining distinguish this location from most of the city. Rapid transit and sports facilities are located steps away."
232.88,Entire home/apt,4.0,3.0,1.0,2.0,False,1.0,1.0,"High concentrations of entertainment venues, nightlife, and dining distinguish this location from most of the city. Cultural venues are situated steps away."
290.25,Entire home/apt,4.6,5.0,1.0,5.0,False,2.0,1.0,"High concentrations of entertainment venues, nightlife, and dining distinguish this location. Cultural institutions are situated steps away."
165.93,Entire home/apt,4.0,2.0,1.0,1.0,False,1.0,1.0,"High concentrations of nightlife, entertainment, and dining define this location. Rapid transit is available steps away, and the area sits within ten minutes of Columbus Circle, Rockefeller Center, Times Square, Carnegie Hall, and Central Park."
371.49,Entire home/apt,5.0,4.0,2.0,2.0,True,1.0,2.0,"High concentrations of museums, galleries, and retail distinguish this location from most other city blocks. Residents benefit from immediate proximity to sports facilities."
1096.67,Entire home/apt,5.0,4.0,2.0,10.0,True,2.0,2.0,"High concentrations of entertainment venues and transit infrastructure distinguish this location, which sits a short walk from Hudson Yards. Sports facilities are available steps away."
450.0,Private room,5.0,2.0,1.0,8.0,True,1.0,1.0,Extensive green space and a high concentration of attractions distinguish this location from the rest of the city. Grocery markets and cultural venues are situated steps away.
238.82,Entire home/apt,5.0,2.0,1.0,2.0,False,1.0,1.0,High concentrations of fitness facilities and cultural institutions define this neighborhood. Residents enjoy immediate access to grocery markets and are situated within walking distance of Chelsea Market and The High Line.
66.78,Shared room,4.68,1.0,1.0,264.0,False,1.0,1.0,Lack of nearby green space contrasts with a high concentration of athletic facilities and cultural attractions. Cultural venues are located on the doorstep.
362.0,Entire home/apt,4.8,5.0,1.0,5.0,False,1.0,1.0,"Concentrated nightlife, entertainment, and dining options define this location. Cultural venues and hotels are situated within immediate walking distance."
279.68,Entire home/apt,4.33,3.0,1.0,6.0,False,1.0,1.0,"Museums and galleries are significantly more concentrated here than in most other parts of the city, while gyms and sports facilities are also notably prevalent. Residents have convenient walking access to both local grocery markets and public park space."
466.67,Entire home/apt,4.64,5.0,1.0,56.0,True,2.0,1.0,"High concentrations of attractions and hotels define this district, which also offers significant access to nearby parks. Cultural venues and sports facilities are located steps away."
82.42,Private room,4.59,1.0,4.0,17.0,False,1.0,4.0,Abundant parkland and high concentrations of attractions distinguish this location from most other city blocks. Rapid transit access at the 18th Street station is available on the doorstep.
510.0,Entire home/apt,5.0,4.0,1.0,5.0,True,2.0,1.0,"High concentrations of fitness facilities contrast with a relative scarcity of green space. Cultural venues are located steps away, while Central Park is approximately 10 minutes from the area."
252.97,Entire home/apt,4.73,4.0,1.0,11.0,False,2.0,1.0,High concentrations of cultural institutions and recreational green space distinguish this location from most other city blocks. Sports facilities are situated immediately adjacent to the area.
289.73,Entire home/apt,4.83,4.0,1.0,6.0,False,2.0,1.0,"High concentrations of museums, galleries, and sports facilities distinguish this neighborhood from the rest of the city. Central Park and The Metropolitan Museum of Art are a short walk away."
202.77,Entire home/apt,4.92,2.0,1.0,26.0,True,1.0,1.0,"High concentrations of attractions, dining, and nightlife distinguish this location from most other city blocks. Residents benefit from immediate access to grocery stores and markets."
175.0,Entire home/apt,5.0,4.0,1.0,2.0,False,1.0,1.0,High concentrations of fitness facilities and dining options contrast with a notable scarcity of green space. Cultural venues are located steps away from the neighborhood.
20.47,Shared room,3.0,1.0,1.0,2.0,False,1.0,1.0,High concentrations of retail and hospitality contrast with a lack of local green space. Grocery stores and markets are located within a short walk.
218.5,Private room,4.68,2.0,1.0,34.0,False,1.0,1.0,"High concentrations of gyms and museums distinguish this location from the rest of the city. Hotels are situated on the doorstep, and parks are accessible within a short walk."
907.8,Entire home/apt,5.0,6.0,3.5,5.0,False,3.0,3.5,"High concentrations of retail, dining, and nightlife define the streetscape. Cultural venues and public parks are located immediately adjacent to the neighborhood."
696.07,Entire home/apt,5.0,4.0,2.0,1.0,True,2.0,2.0,"Museums, galleries, and parkland distinguish this location from the rest of New York City. Hotels and markets are situated steps away from the neighborhood."
160.75,Entire home/apt,4.0,3.0,1.0,1.0,False,1.0,1.0,"High concentrations of entertainment venues and nightlife define this location, which also offers proximity to numerous grocery stores. Hotels are situated steps away from the block."
255.79,Entire home/apt,4.67,6.0,2.0,3.0,False,2.0,2.0,High concentrations of gyms and nightlife contrast with limited subway access. Cultural venues are located steps away from the Williamsburg Bridge.
227.62,Private room,4.66,4.0,1.0,250.0,False,1.0,1.0,"High concentrations of hotels, dining, and retail define the streetscape. Grocery markets are located on the doorstep."
263.25,Entire home/apt,4.75,4.0,1.0,8.0,False,1.0,1.0,"High concentrations of attractions, nightlife, and dining distinguish this location from the rest of the city. Grocery stores and sports facilities are situated steps away."
133.11,Private room,5.0,1.0,1.0,2.0,False,1.0,1.0,Extensive parkland and a high concentration of museums distinguish this neighborhood. Residents are located a short walk from daily grocery markets.
120.97,Entire home/apt,4.78,2.0,1.0,9.0,False,1.0,1.0,"Dense commercial activity and high transit connectivity define the neighborhood, which lacks local parks and green space. Sports facilities and grocery markets are located immediately adjacent to the residential blocks."
190.73,Entire home/apt,4.71,4.0,1.0,7.0,True,2.0,1.0,High transit connectivity and abundant recreational facilities distinguish this location from most of the city. Hotels and grocery markets are situated on the doorstep.
163.16,Entire home/apt,5.0,4.0,1.0,2.0,False,1.0,1.0,Abundant green space and active nightlife define this neighborhood situated right by Tompkins Square Park. Grocery stores and markets are located steps away.
334.63,Entire home/apt,4.67,1.0,1.0,3.0,False,2.0,1.0,Extensive parkland and cultural attractions distinguish this neighborhood from the rest of the city. Residents are a short walk from grocery stores and markets.
257.52,Entire home/apt,4.74,2.0,1.0,35.0,False,1.0,1.0,Extensive parkland and high transit connectivity define this neighborhood. Residents benefit from immediate access to sports facilities and proximity to the American Museum of Natural History and Central Park.
153.4,Entire home/apt,4.78,1.0,1.0,231.0,False,1.0,1.0,"Extensive parkland and a high concentration of major attractions distinguish this neighborhood. Cultural venues and grocery markets are located within a short walk of the American Museum of Natural History, The Dakota, and Central Park."
275.27,Entire home/apt,5.0,3.0,1.0,23.0,True,1.0,1.0,"Abundant green space and a high density of hotels distinguish this location from the rest of the city. Cultural venues are situated steps away, and the American Museum of Natural History and Central Park are a short walk from the area."
250.63,Entire home/apt,4.91,3.0,1.0,23.0,True,1.0,1.0,Extensive parkland contrasts with a high concentration of hotels and grocery stores. Cultural venues including the American Museum of Natural History are a short walk away.
251.62,Entire home/apt,5.0,4.0,1.0,2.0,False,2.0,1.0,"High concentrations of nightlife and entertainment venues define the neighborhood. Hotels and open spaces are located steps away, and the area is a short walk from the Intrepid Sea, Air & Space Museum."
147.19,Entire home/apt,5.0,3.0,1.0,3.0,False,1.0,1.0,"High concentrations of nightlife and entertainment venues define this area, which remains a short walk from the Intrepid Sea, Air & Space Museum. Hotels and open spaces are located steps away."
158.2,Entire home/apt,4.6,3.0,1.5,10.0,True,1.0,1.5,Abundant parks and museums distinguish this location from the rest of the city. Sports facilities are situated steps away from the neighborhood.
290.4,Entire home/apt,4.75,2.0,1.0,4.0,False,1.0,1.0,High concentrations of fitness facilities and dining options distinguish this location from most other city blocks. Grocery markets are situated steps away.
236.07,Entire home/apt,5.0,1.0,1.0,2.0,False,1.0,1.0,High concentrations of museums and hotels contrast with limited local transit access. Grocery markets are situated steps away from the residential blocks.
234.17,Entire home/apt,4.86,2.0,1.0,14.0,False,1.0,1.0,Abundant parkland and cultural institutions distinguish the neighborhood from the rest of the city. Sports facilities are located a short walk away.
273.16,Entire home/apt,5.0,2.0,1.0,6.0,True,1.0,1.0,"High concentrations of nightlife, fitness facilities, and dining options define the local landscape. Grocery stores and markets are located within a short walk of the Williamsburg Bridge."
268.27,Entire home/apt,5.0,2.0,1.0,1.0,False,1.0,1.0,High concentrations of museums and attractions contrast with a scarcity of parks and green space. Residents benefit from immediate access to both grocery markets and sports facilities.
205.5,Private room,4.0,1.0,1.0,4.0,False,1.0,1.0,"High concentrations of nightlife, retail, and cafes define the streetscape. Cultural venues and hotels are situated steps away."
283.0,Hotel room,3.33,3.0,1.0,3.0,False,1.0,1.0,Extensive green space and a high density of cultural attractions define this neighborhood located steps from rapid transit. The area sits adjacent to The Dakota and Central Park while remaining within walking distance of the American Museum of Natural History and Lincoln Center.
878.79,Entire home/apt,5.0,4.0,2.0,30.0,False,2.0,2.0,Limited subway access contrasts with an abundance of green space and proximity to the Whitney Museum of American Art and The High Line. Hotels and grocery markets are located steps away.
195.27,Entire home/apt,4.13,4.0,1.0,8.0,False,1.0,1.0,High concentrations of sports facilities and local attractions distinguish this location from most of the city. Residents have short walking access to both grocery markets and public park space.
191.01,Entire home/apt,4.66,3.0,1.0,70.0,False,2.0,1.0,Extensive parkland and a high concentration of museums distinguish this neighborhood from the rest of the city. Residents have a short walk to both rapid transit and local grocery markets.
180.93,Private room,4.81,2.0,1.0,83.0,True,1.0,1.0,"Retail density and access to green space rank among the highest in the city, while grocery store availability is significantly lower than average. Sports and cultural facilities are located steps away, and the Williamsburg Bridge is approximately 10 minutes from the area."
535.76,Entire home/apt,4.68,4.0,1.0,25.0,False,2.0,1.0,High commercial density contrasts with a scarcity of public green space. Grocery markets and cultural venues are located within immediate walking distance.
462.77,Entire home/apt,4.9,4.0,2.0,10.0,False,2.0,2.0,High concentrations of attractions and green space distinguish this location from most other city blocks. Residents are a short walk from Central Park and the American Museum of Natural History.
263.47,Entire home/apt,4.9,3.0,1.0,70.0,True,1.0,1.0,High concentrations of attractions and entertainment venues distinguish this location from most of the city. Sports facilities and hotels are situated steps away.
650.0,Entire home/apt,5.0,8.0,2.0,6.0,True,4.0,2.0,Abundant parks and museums contrast with limited local transit access. Sports facilities are a short walk away.
1119.0,Entire home/apt,4.61,5.0,1.0,294.0,False,2.0,1.0,High concentrations of attractions and green space contrast with a scarcity of local grocery stores. Cultural venues are accessible within a short walk.
239.7,Entire home/apt,4.5,3.0,1.0,6.0,False,1.0,1.0,"High concentrations of attractions, fitness facilities, and dining options distinguish this location from most of the city. Public parks and open spaces are situated steps away."
723.51,Entire home/apt,4.73,8.0,1.0,33.0,False,4.0,1.0,"High concentrations of attractions, grocery stores, and hotels distinguish this location from most other city blocks. Cultural venues and rapid transit are steps away."
209.93,Entire home/apt,4.26,5.0,1.0,68.0,True,3.0,1.0,Abundant green space and a high concentration of museums distinguish this location from most of the city. Residents benefit from rapid transit access within a short walk.
411.58,Entire home/apt,5.0,4.0,1.0,2.0,True,1.0,1.0,"High concentrations of attractions and nightlife define this neighborhood. Cultural venues are situated on the doorstep, and the United Nations Headquarters is located approximately 10 minutes away."
259.03,Entire home/apt,4.56,2.0,1.0,18.0,False,1.0,1.0,"Abundant parkland and green space distinguish this location from the rest of the city, which otherwise features a moderate density of attractions and sports facilities. Grocery markets and cultural venues are accessible within a short walk."
235.37,Entire home/apt,4.0,3.0,1.0,1.0,True,1.0,1.0,"High concentrations of attractions, dining, and nightlife distinguish this location from most other city blocks. Grocery markets and rapid transit stations are located steps away."
388.12,Entire home/apt,3.0,3.0,1.0,2.0,False,1.0,1.0,High concentrations of attractions and sports facilities contrast with limited access to public transit. Residents benefit from proximity to local grocery markets and parks.
160.21,Entire home/apt,5.0,3.0,1.0,8.0,False,2.0,1.0,High concentrations of sports facilities and local attractions distinguish this location from most other city blocks. Cultural venues are situated steps away.
250.73,Entire home/apt,4.75,3.0,1.0,16.0,False,1.0,1.0,High concentrations of attractions and hotels define this location. Central Park and Riverside Park are situated approximately 10 minutes away.
154.01,Entire home/apt,4.41,4.0,1.0,157.0,False,2.0,1.0,"High transit connectivity contrasts with a scarcity of local hotels near Bergen Street. Grocery stores and sports facilities are within walking distance of the neighborhood, which sits right by Barclays Center."
307.83,Entire home/apt,4.58,4.0,1.0,12.0,False,2.0,1.0,Extensive parkland and green space distinguish this location from most other city blocks. Cultural venues and grocery markets are situated within a short walk.
571.0,Entire home/apt,4.5,4.0,2.0,42.0,False,2.0,2.0,High concentrations of recreational facilities and cultural attractions distinguish this location from most other city blocks. Rapid transit access is available steps away.
243.37,Entire home/apt,4.83,4.0,1.0,6.0,False,2.0,1.0,"High concentrations of entertainment venues and nightlife define this location, which sits a short walk from the Intrepid Sea, Air & Space Museum. Hotels are located on the doorstep."
217.93,Entire home/apt,4.77,3.0,1.0,39.0,True,2.0,1.0,High concentrations of retail and nightlife contrast with a relative scarcity of hotels. Sports facilities are located on the doorstep.
358.0,Private room,3.33,2.0,1.0,3.0,False,1.0,1.0,The block lacks nearby parks despite featuring a high concentration of gyms and entertainment venues. Grocery markets and hotels are located steps away.
147.5,Entire home/apt,4.7,2.0,1.0,10.0,False,1.0,1.0,"The block lacks nearby parks and hotels, though it maintains a high density of cafes. Residents have a short walk to local grocery markets and cultural venues."
173.07,Entire home/apt,4.58,3.0,1.0,53.0,False,1.0,1.0,High concentrations of green space contrast with limited access to public transit and local attractions. Sports facilities are located steps away from the neighborhood.
203.57,Private room,4.87,2.0,1.0,53.0,False,3.0,1.0,High concentrations of hotels and attractions contrast with limited local green space relative to the rest of the city. Sports facilities are located steps away from the neighborhood.
770.5,Private room,4.85,4.0,2.0,193.0,True,2.0,2.0,Limited transit connectivity and few local attractions contrast with a high density of neighborhood cafes. Grocery stores and cultural venues are located steps away.
518.07,Entire home/apt,4.5,6.0,3.0,4.0,False,3.0,3.0,Abundant parkland and cultural attractions distinguish this location from most other city blocks. Grocery stores and markets are within a short walk of the neighborhood.
125.48,Entire home/apt,4.77,2.0,1.0,60.0,True,1.0,1.0,High transit connectivity and a concentration of entertainment venues define this location. Residents benefit from immediate access to grocery markets and are within walking distance of the Brooklyn Academy of Music and Barclays Center.
623.0,Entire home/apt,5.0,5.0,2.0,1.0,False,4.0,2.0,"Limited transit connectivity contrasts with a high density of local retail options. Cultural venues are steps away, and the Brooklyn Academy of Music is accessible within a ten-minute walk."
