neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,surroundings_summary
De Baarsjes - Oud-West,Entire home/apt,120,4,82,0.92,1,0,2,"Balboaplein features a playground and a garden for local recreation. The area also includes a field hockey pitch, a table tennis pitch, and a basketball pitch.

[tier: mid | anchors: Balboaplein | character: active community hub]"
Centrum-West,Entire home/apt,210,4,60,0.57,1,78,2,"Staverno Nassaukade is a local marina located near the Sonkran thai restaurant.

[tier: mid | anchors: Staverno Nassaukade, Sonkran | character: scenic waterfront dining]"
De Baarsjes - Oud-West,Entire home/apt,130,3,76,0.82,1,69,4,"You can find fresh produce at Marco's Groentespeciaalzaak and enjoy the outdoors at Tuin van Jan. Nearby options also include Etos, Café Cook, and Proeflokaal Vesp.

[tier: mid | anchors: Marco's Groentespeciaalzaak, Tuin van Jan, Etos, Café Cook, Proeflokaal Vesp | character: vibrant local hub]"
Watergraafsmeer,Entire home/apt,140,3,43,0.54,1,130,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
IJburg - Zeeburgereiland,Entire home/apt,135,5,83,0.8,1,344,2,"There are no nearby places listed to identify.

[tier: budget | anchors: none | character: empty location]"
Osdorp,Private room,80,2,155,1.7,2,308,0,"There are no nearby places available to list in this area.
[tier: budget | anchors: none | character: quiet empty space]"
Bijlmer-Centrum,Private room,46,1,408,4.16,1,329,17,"De Venser is a nursing home located in the local area.

[tier: mid | anchors: De Venser | character: quiet residential care]"
Bos en Lommer,Entire home/apt,75,3,76,0.9,1,0,0,"Multatulischool is located in the immediate vicinity of this area. It serves as the primary educational institution for the local neighborhood.

[tier: mid | anchors: Multatulischool | character: educational community hub]"
Oud-Oost,Entire home/apt,295,4,10,0.19,1,325,0,"There are no nearby places to list in this area.

[tier: budget | anchors: none | character: quiet and empty]"
De Pijp - Rivierenbuurt,Entire home/apt,120,4,42,0.44,1,38,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Zuid,Entire home/apt,399,2,30,0.3,1,72,0,"Suitsupply is located in the immediate vicinity. You can find high-quality menswear at Suitsupply.

[tier: premium | anchors: Suitsupply | character: professional refined style]"
Centrum-Oost,Entire home/apt,250,2,38,0.61,1,0,0,"Artis is a well-known zoo located near the restaurant De Waterkant.

[tier: mid | anchors: Artis, De Waterkant | character: lively urban escape]"
Bos en Lommer,Private room,108,3,316,3.21,1,220,2,"You can visit the garden at Rue de sevres or enjoy a meal at Warung Kamal Afhaalcentrum. Other nearby options include the shop Martins avondwinkel and the restaurant Biladi.

[tier: mid | anchors: Rue de sevres, Warung Kamal Afhaalcentrum | character: diverse local hub]"
De Baarsjes - Oud-West,Entire home/apt,155,2,3,0.03,1,263,1,"Gezondheidscentrum Borgerstraat and Tandartsengroep Borgerstraat are located nearby. You can also find Norah, Pearle, and Specsavers in the immediate vicinity.

[tier: mid | anchors: Gezondheidscentrum Borgerstraat, Norah, Pearle, Specsavers, Tandartsengroep Borgerstraat | character: convenient local hub]"
Oud-Noord,Private room,59,4,97,1.05,1,123,0,"Moeshoek is a nearby location that features a garden. This area is situated within the immediate vicinity of Moeshoek.

[tier: mid | anchors: Moeshoek | character: quiet local garden]"
Oud-Oost,Private room,140,1,124,1.37,3,247,0,"There are no nearby places from the provided list to mention.

[tier: budget | anchors: none | character: quiet and empty]"
Centrum-Oost,Entire home/apt,135,3,56,0.7,1,105,2,"Analogue is a nearby camera shop that offers a variety of photography equipment. This location also serves as a popular viewpoint for enthusiasts looking to capture the surrounding city scenery.

[tier: premium | anchors: Analogue | character: professional photography hub]"
Zuid,Entire home/apt,300,7,5,0.06,1,212,0,"Park de Schinkeleilanden is a nearby park, while Tenniseiland and Witte Huis provide local sports and recreational facilities.

[tier: mid | anchors: Park de Schinkeleilanden, Tenniseiland, Witte Huis | character: active green space]"
Noord-Oost,Private room,77,2,130,1.29,10,247,6,"Gypsy Waggon is a unique guest house located in the area. This accommodation offers a distinct stay for travelers visiting the region.

[tier: mid | anchors: Gypsy Waggon | character: charming rustic retreat]"
Westerpark,Entire home/apt,220,1,7,0.18,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Pijp - Rivierenbuurt,Entire home/apt,285,1,64,0.9,1,44,5,"Anook Bakehouse and The Breakfast Club are located in the immediate vicinity. You can also find Jonkmans Bloemenhandel and Massage Ying Ying nearby.

[tier: premium | anchors: Anook Bakehouse, The Breakfast Club, Jonkmans Bloemenhandel, Massage Ying Ying | character: vibrant local hub]"
De Baarsjes - Oud-West,Entire home/apt,150,2,75,0.82,1,148,5,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Centrum-West,Entire home/apt,210,4,54,0.92,2,294,2,"A.N.M. van Grunsven & F.X.W.M. Hofman is a local doctors office located near the Bunbun bakery and the Noordermarkt marketplace.

[tier: mid | anchors: A.N.M. van Grunsven & F.X.W.M. Hofman, Bunbun, Noordermarkt | character: convenient urban hub]"
Centrum-West,Entire home/apt,153,2,66,0.91,1,0,0,"Curry Express and Ashoka are located in the immediate vicinity. You can also find La Bettola and Hotel Tourist INN nearby. [tier: mid | anchors: Curry Express, Ashoka, La Bettola, Hotel Tourist INN | character: vibrant city center]"
Oud-Oost,Entire home/apt,150,2,42,0.48,1,85,0,"Bam Boa and Troef are popular dining destinations located near Weesper. 

[tier: premium | anchors: Bam Boa, Troef, Weesper | character: vibrant riverside dining]"
De Pijp - Rivierenbuurt,Private room,70,2,279,2.99,1,332,4,"The 6e Montessorischool Anne Frank is located in the immediate vicinity of a local garden. This area is characterized by its proximity to the school.

[tier: mid | anchors: 6e Montessorischool Anne Frank | character: educational and green]"
Zuid,Private room,63,1,406,4.55,2,5,25,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Zuid,Entire home/apt,475,4,65,0.87,1,18,2,"Hotel Cornelisz and Hotel Museumzicht are located near the Indonesian restaurant Sama Sebo. You can also find the pub De Posthoorn and various clothing stores like Ba&sh and Canada Goose in the immediate vicinity.

[tier: premium | anchors: Hotel Cornelisz, Sama Sebo, Ba&sh | character: upscale retail hub]"
Centrum-Oost,Entire home/apt,397,3,48,0.62,1,2,4,"Atelier Hop is located near the Euphemia Budget Hotel and Alphega Apotheek. You can also find Autobedrijf Wassenberg, De Kleine Reus, and Studio AnnaMora in the immediate vicinity.

[tier: mid | anchors: Euphemia Budget Hotel, Alphega Apotheek | character: urban and diverse]"
De Pijp - Rivierenbuurt,Entire home/apt,220,3,62,0.67,1,188,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: quiet empty space]"
Noord-West,Private room,75,2,245,2.63,1,286,8,"NoordRijk is a local playground situated in the neighborhood. It serves as the primary recreational space for families in the area.

[tier: budget | anchors: NoordRijk | character: family friendly park]"
Oud-Noord,Entire home/apt,180,3,95,1.02,1,53,4,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: neutral location]"
Centrum-West,Private room,50,2,226,2.55,1,314,13,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Westerpark,Entire home/apt,122,4,52,0.55,1,2,2,"Robin Food Kollektief is a restaurant located near the bar De Nieuwe Anita. These venues are situated in the same neighborhood.

[tier: mid | anchors: De Nieuwe Anita, Robin Food Kollektief | character: local social hub]"
Oud-Oost,Entire home/apt,170,1,31,0.65,2,0,0,"Havo De Hof is a local school located near the restaurant Mi-Gudu. These sites serve as the primary landmarks in the immediate area. [tier: mid | anchors: Havo De Hof, Mi-Gudu | character: educational and culinary]"
Oud-Noord,Entire home/apt,557,2,4,2.35,2,32,4,"Sixhaven is a marina located along the waterfront. There are no gardens nearby.

[tier: mid | anchors: Sixhaven | character: nautical harbor retreat]"
De Pijp - Rivierenbuurt,Entire home/apt,400,2,35,0.4,1,363,4,"You can find stylish clothing at 7115 by Szeki and enjoy authentic meals at Spaghetteria. These establishments are located in a vibrant neighborhood alongside shops like Anna+Nina and Baskèts.

[tier: premium | anchors: 7115 by Szeki, Spaghetteria, Anna+Nina, Baskèts | character: chic urban retail]"
Slotervaart,Private room,150,2,41,0.44,3,317,1,"Sloterpark is located in the immediate vicinity. This expansive green space serves as the primary recreational area in the neighborhood.

[tier: premium | anchors: Sloterpark | character: serene green space]"
Noord-West,Entire home/apt,130,4,12,0.14,1,236,0,"Viskraam is a local seafood spot that features a convenient picnic_table for outdoor dining.

[tier: budget | anchors: Viskraam | character: casual coastal dining]"
De Pijp - Rivierenbuurt,Entire home/apt,230,3,29,0.45,1,0,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
De Baarsjes - Oud-West,Entire home/apt,150,14,10,0.11,1,158,0,"De Nieuwe Liefde is a prominent arts centre located in the heart of Amsterdam. This cultural venue hosts a variety of literary events, debates, and performances.

[tier: premium | anchors: De Nieuwe Liefde | character: cultural literary hub]"
De Baarsjes - Oud-West,Entire home/apt,130,4,76,0.85,1,11,0,"You can visit Albert Heijn for groceries or stop by George de Jong Optiek for eyewear. Nearby dining options include Warung Kamal Afhaalcentrum and Tandoori 2 Go.

[tier: mid | anchors: Albert Heijn, George de Jong Optiek | character: convenient local hub]"
Oud-Noord,Entire home/apt,350,2,2,0.04,1,169,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
Bos en Lommer,Entire home/apt,75,3,19,0.45,1,0,2,"Erasmuspark is a popular local green space located in the heart of the neighborhood. This park offers a peaceful setting for outdoor recreation and leisure.

[tier: mid | anchors: Erasmuspark | character: peaceful urban oasis]"
Oud-Oost,Entire home/apt,102,7,19,0.21,1,0,1,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Zuid,Entire home/apt,466,3,20,0.26,1,7,1,"Jacob Obrechtplein features a playground and a table tennis pitch within its garden area. The Raw Aron Schuster Synagoge is located in the immediate vicinity of this park.

[tier: mid | anchors: Jacob Obrechtplein, Raw Aron Schuster Synagoge | character: peaceful urban green]"
Centrum-West,Entire home/apt,175,2,70,0.76,2,0,0,"You can shop for groceries at Albert Heijn or visit the nearby Lapjesmarkt for a variety of fabrics. Other local options include the ramen restaurant Hinata and the pet store Petopia. [tier: mid | anchors: Albert Heijn, Lapjesmarkt, Hinata, Petopia | character: convenient local hub]"
Centrum-West,Entire home/apt,250,3,33,0.43,1,37,4,"Buenos Aires Tango, Pasito, and The Loft offer various dance instruction and studio spaces in the area. Nearby cultural options include Kim Sutherland, Zeni's Art, and the remaining studios.

[tier: mid | anchors: Buenos Aires Tango, The Loft | character: creative dance hub]"
Oud-Oost,Entire home/apt,170,12,7,0.27,1,0,0,"The area features a Cruyff Court alongside a fitness station, a garden, a table tennis pitch, and a playground.

[tier: mid | anchors: Cruyff Court | character: active community hub]"
De Pijp - Rivierenbuurt,Private room,79,2,66,0.92,1,277,7,"Sportcentrum De Pijp and Sporthal de Pijp are located in the immediate vicinity. These facilities provide local access to indoor sports and recreation.

[tier: mid | anchors: Sportcentrum De Pijp, Sporthal de Pijp | character: active sports hub]"
De Baarsjes - Oud-West,Private room,89,3,57,0.73,1,166,5,"Ashoka kinker is a restaurant located near the coffee cafe Cafecito. You can also find Dr. Falafel and Orange Copy in this immediate area.

[tier: mid | anchors: Ashoka kinker, Cafecito, Dr. Falafel, Orange Copy | character: vibrant urban hub]"
Zuid,Entire home/apt,215,2,21,0.28,1,183,0,"Best Bread Boba and Solo are located within walking distance of the Museumplein park. You can also visit the nearby Concertgebouw for a performance.

[tier: premium | anchors: Best Bread Boba, Concertgebouw, Museumplein, Solo | character: cultural urban hub]"
Slotervaart,Private room,35,2,286,3.09,3,128,10,"Rembrandtpark is located in the immediate vicinity. This green space offers a peaceful retreat for local residents.

[tier: mid | anchors: Rembrandtpark | character: peaceful green space]"
Centrum-Oost,Private room,101,2,66,0.72,1,11,42,"You can visit the Pijpenkabinet museum or grab a drink at De Biertuin Prinsengracht. Other nearby options include the Japan Inn restaurant and the Orfeo Hostel.

[tier: mid | anchors: Pijpenkabinet, De Biertuin Prinsengracht, Japan Inn, Orfeo Hostel | character: historic and lively]"
Centrum-West,Entire home/apt,180,2,38,0.68,1,37,0,"Café Tabac is a local establishment located in the immediate vicinity.

[tier: mid | anchors: Café Tabac | character: cozy urban spot]"
De Pijp - Rivierenbuurt,Entire home/apt,200,3,38,0.42,1,0,0,"Pestana Amsterdam Riverside is a hotel located near the library OBA CC Amstel and the arts centre CC Amstel. You can also visit the theatre Cinetol, the arts centre Cultuurhuis Diamantslijperij, and the artwork Revisiting The Cullinan nearby.

[tier: premium | anchors: Pestana Amsterdam Riverside, OBA CC Amstel, CC Amstel | character: luxurious riverside retreat]"
De Baarsjes - Oud-West,Entire home/apt,165,2,25,0.28,1,154,0,"Bilder & de Clercq is a nearby supermarket located close to the cafe Mook pancakes. You can also find Flowers & Powers and IJscuypje in the immediate vicinity.

[tier: premium | anchors: Bilder & de Clercq, Mook pancakes | character: vibrant urban hub]"
De Baarsjes - Oud-West,Entire home/apt,120,4,42,0.48,1,0,2,"Buongiorno Espressobar offers outdoor seating near the peaceful Natuurtuin Slatuinen. You can also visit Bloemenhoek Admiraal for flowers or stop by Gorillas, which serves as a local outpost.

[tier: mid | anchors: Natuurtuin Slatuinen, Bloemenhoek Admiraal | character: urban local hub]"
Oud-Oost,Entire home/apt,120,2,15,0.18,1,127,0,"There are no nearby places listed to reference.

[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Entire home/apt,199,2,16,0.3,1,0,4,"The pub l'Affiche is located in the immediate vicinity.

[tier: mid | anchors: l'Affiche | character: local neighborhood pub]"
Oud-Noord,Entire home/apt,99,3,58,0.65,1,8,1,"Taalschool is located in the immediate vicinity of the local playground and garden. 

[tier: mid | anchors: Taalschool | character: educational and quiet]"
Westerpark,Entire home/apt,241,2,30,1.76,1,0,3,"Albert Heijn is a nearby supermarket, and Coffeeshop de Supermarkt is located in the immediate vicinity. Dierenkliniek Amsterdam - Frederik Hendrikstraat provides veterinary services nearby.

[tier: mid | anchors: Albert Heijn, Coffeeshop de Supermarkt, Dierenkliniek Amsterdam - Frederik Hendrikstraat | character: convenient urban hub]"
De Aker - Nieuw Sloten,Private room,57,2,361,4.04,1,197,32,"The Sloterkerk is a historic place of worship located near the Speeltuin Sloten playground.

[tier: mid | anchors: Sloterkerk, Speeltuin Sloten | character: quiet local charm]"
De Pijp - Rivierenbuurt,Private room,100,3,433,4.82,1,58,29,"Ibis Styles Amsterdam Amstel and Ibis Styles Amsterdam City are located near the Fabric Inspired X Artitude gallery. [tier: mid | anchors: Ibis Styles Amsterdam Amstel, Ibis Styles Amsterdam City, Fabric Inspired X Artitude | character: modern urban stay]"
Westerpark,Entire home/apt,145,3,27,0.31,1,14,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
De Baarsjes - Oud-West,Entire home/apt,90,6,30,0.34,1,0,0,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Westerpark,Entire home/apt,200,2,10,0.11,1,0,0,"Westerpark and Westergasfabriek are located in the immediate vicinity of this area. You can also find Vinseschool, TonTon Club Westergas, and Rainarai nearby.

[tier: premium | anchors: Westerpark, Westergasfabriek | character: vibrant cultural hub]"
Oud-Noord,Entire home/apt,130,3,13,0.21,1,137,2,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Watergraafsmeer,Private room,55,2,41,0.51,2,337,0,"Vergulden Eenhoorn is a historic pub that features a charming garden for outdoor seating.

[tier: premium | anchors: Vergulden Eenhoorn | character: historic garden pub]"
De Pijp - Rivierenbuurt,Entire home/apt,130,3,33,0.49,1,0,0,"You can visit Ace & Tate for eyewear or enjoy a meal at Pizza Beppe nearby. Other local options include Coffeeshop Carmona and the art at Wim Heldens Atelier/Studio.

[tier: premium | anchors: Ace & Tate, Pizza Beppe | character: vibrant urban hub]"
Centrum-Oost,Private room,105,1,331,3.86,2,0,0,"Museum Van Loon and Museum of Illusions are both located in the city center.

[tier: premium | anchors: Museum Van Loon, Museum of Illusions | character: cultural city gems]"
Centrum-West,Private room,65,2,494,5.62,2,185,24,"You can find dining options like Ashoka and Gauchos located near the Renaissance Amsterdam Hotel. Nearby amenities include King Bikes for rentals and the nightclub Bitterzoet.

[tier: premium | anchors: Renaissance Amsterdam Hotel, Gauchos | character: vibrant city center]"
Oostelijk Havengebied - Indische Buurt,Entire home/apt,80,2,54,0.84,1,0,0,"Cruyff Court Sjaak Swart features a soccer pitch, a basketball pitch, a boules pitch, a chess picnic_table, and a garden. This facility provides a variety of recreational spaces for the local community.

[tier: mid | anchors: Cruyff Court Sjaak Swart | character: active community hub]"
Watergraafsmeer,Private room,74,2,256,2.93,1,351,18,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location data]"
De Baarsjes - Oud-West,Entire home/apt,236,3,11,0.14,1,9,4,"Ten Katemarkt is a bustling marketplace located near the cozy cafe Fika Amsterdam. You can also find fresh flowers at Abraham Bloemen & Planten and enjoy a drink at Bar Centraal.

[tier: mid | anchors: Ten Katemarkt, Fika Amsterdam, Bar Centraal | character: vibrant local hub]"
Oud-Noord,Entire home/apt,175,3,28,0.33,1,0,3,"There are no nearby places to list in this area.
[tier: budget | anchors: none | character: quiet and empty]"
Zuid,Entire home/apt,168,2,32,0.49,1,95,2,"Olympiaschool is located in the immediate vicinity. This area also features a local playground.

[tier: mid | anchors: Olympiaschool | character: educational and active]"
Westerpark,Private room,126,2,101,1.2,1,70,21,"You can visit Het Veem Theater for a performance or stop by Apotheek Amsterdam for your pharmacy needs. Nearby, you will also find BAK, Profilex, and Werkgebouw Het Veem.

[tier: mid | anchors: Het Veem Theater, Apotheek Amsterdam | character: creative industrial hub]"
Noord-West,Private room,53,2,96,1.4,3,176,3,"Mondhygiëniste Praktijk Jolanda Heerschop and Tandartsenpraktijk Goos are both located in the immediate vicinity.

[tier: mid | anchors: Mondhygiëniste Praktijk Jolanda Heerschop, Tandartsenpraktijk Goos | character: professional dental care]"
Centrum-West,Entire home/apt,225,3,38,0.49,1,195,2,"You can find dining options like La Perla and Assaggi located near the educational facilities of Theo Thijssenschool. These establishments are situated in a vibrant area alongside shops such as Babylon Vintage and Gems.

[tier: premium | anchors: La Perla, Assaggi, Theo Thijssenschool | character: vibrant local hub]"
Centrum-Oost,Entire home/apt,185,3,36,0.47,1,2,3,"Bodyvita is a pilates fitness_centre located near the fish restaurant John Dory.

[tier: mid | anchors: Bodyvita, John Dory | character: active wellness hub]"
De Baarsjes - Oud-West,Entire home/apt,200,3,28,0.65,1,36,2,"Bilderdijkpark is a local park that features a playground and a soccer pitch. Nearby, families can also find childcare at Partou.

[tier: mid | anchors: Bilderdijkpark, Partou | character: family friendly green]"
Zuid,Entire home/apt,225,1,5,0.06,1,365,0,"There are no nearby places to list based on the provided information.

[tier: budget | anchors: none | character: empty location]"
De Pijp - Rivierenbuurt,Entire home/apt,164,3,44,0.55,1,0,1,"Individueel Voortgezet Kunstzinnig Onderwijs is a school located near the regional restaurant ctaste.

[tier: mid | anchors: Individueel Voortgezet Kunstzinnig Onderwijs, ctaste | character: artistic educational hub]"
Centrum-Oost,Entire home/apt,120,2,25,0.3,1,0,0,"Touwbaanpark is a local green space located just a short distance from the Bandenboot artwork.

[tier: mid | anchors: Bandenboot, Touwbaanpark | character: peaceful urban oasis]"
De Baarsjes - Oud-West,Entire home/apt,361,3,9,0.11,1,7,5,"You can visit Postkantoor West for postal services or grab a meal at Seoul Food and Vegitalian. Nearby shops include Xenos, Wildernis, and SuperBra for your shopping needs.

[tier: mid | anchors: Postkantoor West, Seoul Food, Vegitalian, Xenos, Wildernis, SuperBra | character: diverse local hub]"
Centrum-Oost,Private room,60,2,195,2.39,4,7,34,"Deutsche Seemannsheim Amsterdam Guesthouse Keizersgracht is located in the heart of the city near the canal district. This guest house provides convenient access to historic landmarks and local attractions.

[tier: mid | anchors: Deutsche Seemannsheim Amsterdam Guesthouse Keizersgracht | character: historic canal stay]"
De Baarsjes - Oud-West,Entire home/apt,248,4,32,0.47,1,154,1,"The pub l'Affiche is located near the artwork Aquacosta.

[tier: mid | anchors: Aquacosta, l'Affiche | character: vibrant local hub]"
Bos en Lommer,Entire home/apt,268,4,27,0.4,1,0,0,"There are no nearby places to list based on the provided information.
[tier: budget | anchors: none | character: quiet and empty]"
